,City,Country,Department,EndDate,Firstname,FiscalYear,ID,Institution,Lastname,Middlename,NamePrefix,NameSuffix,PostalCode,StartDate,State,Title
2147,Baltimore,USA,{},2005-03-01,Doreen,2005,73615,Baltimore Museum of Art,Bolger,{},Dr.,{},21218-3898,2005-03-01,MD,Director
2148,Baltimore,USA,{},2007-11-05,Doreen,2008,76143,Baltimore Museum of Art,Bolger,{},Dr.,{},21218-3898,2007-11-05,MD,Director
2149,Baltimore,USA,{},2011-07-12,Doreen,2011,79729,Baltimore Museum of Art,Bolger,{},Dr.,{},21218-3898,2011-07-12,MD,Director
2150,Baltimore,USA,{},2014-03-26,Doreen,2014,82491,Baltimore Museum of Art,Bolger,{},Dr.,{},21218-3898,2014-03-26,MD,Director
2151,West Lafayette,USA,Department of Political Science and Asian Studies Program,1900-01-01,Pat,0,85334,Purdue University,Boling,{},{},{},47907-2040,1900-01-01,IN,Associate Professor of Political Science
2152,West Lafayette,USA,Department of Political Science and Asian Studies Program,1993-12-01,Pat,1994,7021,Purdue University,Boling,{},{},{},47907-2040,1993-12-01,IN,Associate Professor of Political Science
2153,West Lafayette,USA,Department of Political Science and Asian Studies Program,2004-08-30,Pat,2004,73123,Purdue University,Boling,{},{},{},47907-2040,2004-08-30,IN,Associate Professor of Political Science
2154,Atlanta,USA,{},1993-01-11,Jay,1993,55449,Georgia Tech Research Corporation,Bolter,D.,Prof.,{},30318-5775,1993-01-11,GA,{}
2155,Tuscaloosa,USA,{},2007-04-09,William,2007,75568,University of Alabama,Bomar,Frank,Mr.,{},35487-0001,2007-04-09,AL,{}
2156,Richmond,USA,{},1996-09-25,Stephen,1996,18693,Virginia Museum of Fine Arts,Bonadies,{},Mr.,{},23221,1996-09-25,VA,Senior Deputy Director for Conservation and Collections
2157,Richmond,USA,{},2007-02-27,Stephen,2007,75526,Virginia Museum of Fine Arts,Bonadies,{},Mr.,{},23221,2007-02-27,VA,Senior Deputy Director for Conservation and Collections
2158,{},{},{},1990-06-15,Anne,1990,24666,Unaffiliated Independent Scholar,Bond,W.,{},{},{},1990-06-14,{},Independent Consultant
2159,{},{},{},1991-01-11,Anne,1991,8466,Unaffiliated Independent Scholar,Bond,W.,{},{},{},1991-01-11,{},Independent Consultant
2160,{},{},{},1992-01-31,Anne,1992,8548,Unaffiliated Independent Scholar,Bond,W.,{},{},{},1992-01-30,{},Independent Consultant
2161,{},{},{},1993-01-28,Anne,1993,18630,Unaffiliated Independent Scholar,Bond,W.,{},{},{},1993-01-28,{},Independent Consultant
2162,{},{},{},1999-01-08,Anne,1999,8866,Unaffiliated Independent Scholar,Bond,W.,{},{},{},1999-01-08,{},Independent Consultant
2163,{},{},{},2002-05-16,Anne,2002,8324,Unaffiliated Independent Scholar,Bond,W.,{},{},{},2002-05-16,{},Independent Consultant
2164,{},{},{},2003-11-13,Anne,2004,70695,Unaffiliated Independent Scholar,Bond,W.,{},{},{},2003-11-13,{},Independent Consultant
2165,{},{},{},2005-10-21,Anne,2006,74399,Unaffiliated Independent Scholar,Bond,W.,{},{},{},2005-10-21,{},Independent Consultant
2166,{},{},{},2011-03-29,Anne,2011,79411,Unaffiliated Independent Scholar,Bond,W.,{},{},{},2011-03-29,{},Independent Consultant
2167,Normal,USA,Department of Behavioral Sciences,2002-05-16,Edward,2002,10349,Alabama A&M University,Bond,L.,Dr.,{},35762-7500,2002-05-16,AL,Associate Professor
2168,Normal,USA,Department of Behavioral Sciences,2004-08-19,Edward,2004,73122,Alabama A&M University,Bond,L.,Dr.,{},35762-7500,2004-08-19,AL,Associate Professor
2169,Normal,USA,Department of Behavioral Sciences,2006-07-10,Edward,2006,74924,Alabama A&M University,Bond,L.,Dr.,{},35762-7500,2006-07-10,AL,Associate Professor
2170,New York,USA,{},1988-12-05,George,1989,6485,"Teachers College, Columbia University",Bond,E.,Prof.,{},10027,1988-12-05,NY,Professor
2171,New York,USA,{},1989-12-04,George,1990,6603,"Teachers College, Columbia University",Bond,E.,Prof.,{},10027,1989-12-04,NY,Professor
2172,New York,USA,{},1990-12-16,George,1991,6701,"Teachers College, Columbia University",Bond,E.,Prof.,{},10027,1990-12-16,NY,Professor
2173,Pullman,USA,Terrell Library,2006-07-10,Trevor,2006,75017,Washington State University,Bond,J.,{},{},99164-0001,2006-07-10,WA,Special Collections Librarian
2174,Pullman,USA,Terrell Library,2007-10-11,Trevor,2008,75982,Washington State University,Bond,J.,{},{},99164-0001,2007-10-11,WA,Special Collections Librarian
2175,Pullman,USA,Terrell Library,2009-11-17,Trevor,2010,77834,Washington State University,Bond,J.,{},{},99164-0001,2009-11-17,WA,Special Collections Librarian
2176,{},{},{},2011-07-20,Sheila,2011,79662,Unaffiliated Independent Scholar,Bonde,{},Prof.,{},{},2011-07-20,{},{}
2177,Chapel Hill,USA,Department of Music,2013-07-23,Mark,2013,81660,"University of North Carolina, Chapel Hill",Bonds,Evan,Dr.,{},27599-1350,2013-07-23,NC,Cary C. Boshamer Distinguished Professor of Music
2178,Boston,USA,{},1995-03-01,Victoria,1995,2196,New England Foundation for the Humanities,Bonebakker,B.,Ms.,{},02116,1995-03-01,MA,{}
2179,Boston,USA,{},2003-05-06,Victoria,2003,70015,New England Foundation for the Humanities,Bonebakker,B.,Ms.,{},02116,2003-05-06,MA,{}
2180,Boston,USA,{},2008-07-15,Victoria,2008,76757,New England Foundation for the Humanities,Bonebakker,B.,Ms.,{},02116,2008-07-15,MA,{}
2181,Memphis,USA,{},1997-12-02,Suzanne,1998,17589,Rhodes College,Bonefas,{},Dr.,{},38112-1624,1997-12-02,TN,{}
2182,Memphis,USA,{},1998-02-26,Suzanne,1998,1070,Rhodes College,Bonefas,{},Dr.,{},38112-1624,1998-02-26,TN,{}
2183,Memphis,USA,{},1999-11-09,Suzanne,2000,10500,Rhodes College,Bonefas,{},Dr.,{},38112-1624,1999-11-09,TN,{}
2184,Austin,USA,Department of Philosophy,2005-04-26,Daniel,2005,73742,"University of Texas, Austin",Bonevac,{},Prof.,{},78712-0100,2005-04-26,TX,Professor of Philosophy
2185,Austin,USA,Department of Philosophy,2008-11-30,Daniel,2009,77031,"University of Texas, Austin",Bonevac,{},Prof.,{},78712-0100,2008-10-31,TX,Professor of Philosophy
2186,Austin,USA,Department of Philosophy,2013-03-27,Daniel,2013,81424,"University of Texas, Austin",Bonevac,{},Prof.,{},78712-0100,2013-03-27,TX,Professor of Philosophy
2187,Austin,USA,Department of Philosophy,1900-01-01,Daniel,2015,83476,"University of Texas, Austin",Bonevac,{},Prof.,{},78712-0100,2015-03-25,TX,Professor of Philosophy
2188,New York,USA,{},2005-04-18,Larissa,2005,73722,American Academy in Rome,Bonfante,{},Prof.,{},10021-4905,2005-04-18,NY,{}
2189,{},{},{},1990-01-22,Lynn,1990,28358,Unaffiliated Independent Scholar,Bonfield,A.,Ms.,{},{},1990-01-22,{},{}
2190,{},{},{},2005-02-09,Lynn,2005,73529,Unaffiliated Independent Scholar,Bonfield,A.,Ms.,{},{},2005-02-09,{},{}
2191,Seattle,USA,{},1992-08-11,Laurence,1992,2897,University of Washington,BonJour,{},Prof.,{},98105-6613,1992-08-11,WA,Professor of Philosophy
2192,St. Louis,USA,{},1990-06-21,Jeffrey,1990,56,St. Louis Science Center Foundation,Bonner,{},Dr.,{},63110-1404,1990-06-21,MO,{}
2193,St. Louis,USA,{},1992-07-17,Jeffrey,1992,8576,St. Louis Science Center Foundation,Bonner,{},Dr.,{},63110-1404,1992-07-16,MO,{}
2194,Hanover,USA,Department of History,1990-10-05,Robert,1991,32050,Dartmouth College,Bonner,E.,Prof.,{},03755-1808,1990-10-05,NH,Professor
2195,Hanover,USA,Department of History,1991-10-11,Robert,1992,32077,Dartmouth College,Bonner,E.,Prof.,{},03755-1808,1991-10-11,NH,Professor
2196,Hanover,USA,Department of History,1992-10-30,Robert,1993,9491,Dartmouth College,Bonner,E.,Prof.,{},03755-1808,1992-10-29,NH,Professor
2197,Hanover,USA,Department of History,1995-04-10,Robert,1995,50612,Dartmouth College,Bonner,E.,Prof.,{},03755-1808,1995-04-10,NH,Professor
2198,Hanover,USA,Department of History,2002-01-07,Robert,2002,59152,Dartmouth College,Bonner,E.,Prof.,{},03755-1808,2002-01-07,NH,Professor
2199,Detroit,USA,{},1994-01-25,Thomas,1994,36748,Wayne State University,Bonner,N.,Prof.,{},48201-1347,1994-01-25,MI,Professor of History
2200,New Orleans,USA,{},2008-08-04,Thomas,2008,76669,Xavier University of Louisiana,Bonner,{},Prof.,Jr,70125-1056,2008-08-04,LA,{}
2201,"Ontario, Canada",USA,Department of History,2011-09-09,John,2011,79955,Brock University,Bonnett,Michael,Prof.,{},{},2011-09-09,ZZ,Tier II Canada Research Chair in Digital Humanities
2202,DeKalb,USA,{},1989-03-31,Andrea,1989,4610,Northern Illinois University,Bonnicksen,L.,Prof.,{},60115,1989-02-15,IL,Professor
2203,Cambridge,USA,{},1994-01-19,James,1994,36745,Harvard University,Bono,J.,Prof.,{},02138-3800,1994-01-19,MA,{}
2204,New York,USA,Emerita,1996-12-10,Patricia,1997,66120,New York University,Bonomi,U.,Prof.,{},10012-1019,1996-12-10,NY,Prof. of History
2205,Grosse Pointe,USA,History Departmen,1993-06-08,Dana,1993,7884,University Liggett School,Boocock,G.,Ms.,{},99999,1993-06-08,MI,History Department
2206,Grosse Pointe,USA,History Departmen,1993-12-16,Dana,1994,5461,University Liggett School,Boocock,G.,Ms.,{},99999,1993-12-16,MI,History Department
2207,Raleigh,USA,Department of History,2012-08-08,Matthew,2012,80895,North Carolina State University,Booker,{},Prof.,{},27695-0001,2012-08-08,NC,Associate Professor of History
2208,Columbus,USA,{},1989-09-11,Wesley,1989,24639,Ohio State University,Boomgaarden,L.,Mr.,{},43210-1132,1989-09-10,OH,Preservation Officer
2209,Columbus,USA,{},1990-03-09,Wesley,1990,24648,Ohio State University,Boomgaarden,L.,Mr.,{},43210-1132,1990-03-08,OH,Preservation Officer
2210,Columbus,USA,{},1993-09-24,Wesley,1993,24810,Ohio State University,Boomgaarden,L.,Mr.,{},43210-1132,1993-09-24,OH,Preservation Officer
2211,Columbus,USA,{},1995-01-30,Wesley,1995,24876,Ohio State University,Boomgaarden,L.,Mr.,{},43210-1132,1995-01-30,OH,Preservation Officer
2212,Columbus,USA,{},1995-11-20,Wesley,1996,24945,Ohio State University,Boomgaarden,L.,Mr.,{},43210-1132,1995-11-20,OH,Preservation Officer
2213,Columbus,USA,{},1998-11-23,Wesley,1999,17640,Ohio State University,Boomgaarden,L.,Mr.,{},43210-1132,1998-11-23,OH,Preservation Officer
2214,Columbus,USA,{},2000-05-26,Wesley,2000,10242,Ohio State University,Boomgaarden,L.,Mr.,{},43210-1132,2000-05-26,OH,Preservation Officer
2215,Columbus,USA,{},2001-12-03,Wesley,2002,10613,Ohio State University,Boomgaarden,L.,Mr.,{},43210-1132,2001-12-03,OH,Preservation Officer
2216,Columbus,USA,{},2003-06-13,Wesley,2003,70337,Ohio State University,Boomgaarden,L.,Mr.,{},43210-1132,2003-06-13,OH,Preservation Officer
2217,Columbus,USA,{},2003-08-28,Wesley,2003,70391,Ohio State University,Boomgaarden,L.,Mr.,{},43210-1132,2003-08-28,OH,Preservation Officer
2218,Columbus,USA,{},2008-03-06,Wesley,2008,76360,Ohio State University,Boomgaarden,L.,Mr.,{},43210-1132,2008-03-06,OH,Preservation Officer
2219,Baltimore,USA,{},1994-07-15,Victoria,1994,49,Maryland Institute College of Art,Boone,G.,Ms.,{},21217-4191,1994-07-15,MD,{}
2220,Baltimore,USA,{},1995-07-12,Victoria,1995,320,Maryland Institute College of Art,Boone,G.,Ms.,{},21217-4191,1995-07-12,MD,{}
2221,{},{},{},2001-01-10,David,2002,6395,Unaffiliated Independent Scholar,Boonin,{},Prof.,{},{},2001-12-11,{},{}
2222,{},{},{},2002-12-24,David,2003,66908,Unaffiliated Independent Scholar,Boonin,{},Prof.,{},{},2002-10-15,{},{}
2223,{},{},{},2003-12-12,David,2004,70511,Unaffiliated Independent Scholar,Boonin,{},Prof.,{},{},2003-10-27,{},{}
2224,Iowa City,USA,{},2011-07-12,Florence,2011,79857,University of Iowa,Boos,S.,Prof.,{},52242-1320,2011-07-12,IA,Professor of English
2225,Chapel Hill,USA,WUNC,2007-05-02,George,2007,75654,"University of North Carolina, Chapel Hill",Boosey,W.,Mr.,{},27599-1350,2007-05-02,NC,Program Director
2226,Athens,USA,Department of History,1990-12-13,Alan,1991,6675,"Ohio University, Athens",Booth,{},Prof.,{},45701-1361,1990-12-13,OH,{}
2227,Athens,USA,Department of History,1996-05-13,Alan,1996,845,"Ohio University, Athens",Booth,{},Prof.,{},45701-1361,1996-05-13,OH,{}
2228,Charlottesville,USA,{},2014-04-30,Alison,2014,82612,University of Virginia,Booth,{},Prof.,{},22903-4833,2014-04-30,VA,{}
2229,{},{},{},1997-07-23,Marilyn,1997,4085,Unaffiliated Independent Scholar,Booth,L.,Dr.,{},{},1997-07-23,{},{}
2230,{},{},{},2000-01-18,Marilyn,2000,24988,Unaffiliated Independent Scholar,Booth,L.,Dr.,{},{},2000-01-18,{},{}
2231,{},{},{},2004-02-17,Marilyn,2004,72659,Unaffiliated Independent Scholar,Booth,L.,Dr.,{},{},2004-02-17,{},{}
2232,Laramie,USA,{},1900-01-01,Mark,1991,2832,University of Wyoming,Booth,{},Prof.,{},82071-2000,1991-08-19,WY,Professor of English
2233,Cambridge,USA,{},1991-04-25,Marlene,1991,9378,Raphael Films,Booth,J.,Ms.,{},02138,1991-04-24,MA,Independent Filmmaker
2234,Cambridge,USA,{},1996-04-12,Marlene,1996,9699,Raphael Films,Booth,J.,Ms.,{},02138,1996-04-12,MA,Independent Filmmaker
2235,Cambridge,USA,{},2003-02-03,Marlene,2003,69758,Raphael Films,Booth,J.,Ms.,{},02138,2003-02-03,MA,Independent Filmmaker
2236,Berkeley,USA,Department of English,2002-04-26,Stephen,2002,1929,"University of California, Berkeley",Booth,{},Mr.,{},94704-5940,2002-04-26,CA,Professor
2237,Chicago,USA,{},1992-05-11,Wayne,1992,5937,University of Chicago,Booth,C.,Prof.,{},60637-5418,1992-05-11,IL,Department of English
2238,Chicago,USA,{},1994-12-19,Wayne,1995,59042,University of Chicago,Booth,C.,Prof.,{},60637-5418,1994-12-19,IL,Department of English
2239,Santa Cruz,USA,{},1996-07-24,James,1996,4072,"University of California, Santa Cruz",Borchert,A.,Prof.,{},95064-1077,1996-07-24,CA,{}
2240,Santa Cruz,USA,{},1997-08-12,James,1997,3251,"University of California, Santa Cruz",Borchert,A.,Prof.,{},95064-1077,1997-08-12,CA,{}
2241,Santa Cruz,USA,{},1998-08-13,James,1998,3322,"University of California, Santa Cruz",Borchert,A.,Prof.,{},95064-1077,1998-08-13,CA,{}
2242,New York,{},{},1900-01-01,Loni,0,85145,The Teagle Foundation,Bordoloi,M.,Dr.,{},10022-6859,1900-01-01,NY,Program Director
2243,Worcester,USA,{},1992-02-10,Daniel,1992,50428,Clark University,Borg,R.,Prof.,{},01610-1477,1992-02-10,MA,Professor of Mod. Europ. Hist.
2244,Chicago,USA,"Department of History, and Department of Romance Languages and Literatures",1993-12-22,Dain,1994,7136,University of Chicago,Borges,E.,Dr.,{},60637-5418,1993-12-06,IL,Associate Professor of History
2245,Chicago,USA,"Department of History, and Department of Romance Languages and Literatures",1994-12-02,Dain,1995,7163,University of Chicago,Borges,E.,Dr.,{},60637-5418,1994-12-02,IL,Associate Professor of History
2246,Chicago,USA,"Department of History, and Department of Romance Languages and Literatures",2000-07-17,Dain,2000,2367,University of Chicago,Borges,E.,Dr.,{},60637-5418,2000-07-17,IL,Associate Professor of History
2247,Chicago,USA,"Department of History, and Department of Romance Languages and Literatures",2001-07-23,Dain,2001,2457,University of Chicago,Borges,E.,Dr.,{},60637-5418,2001-07-23,IL,Associate Professor of History
2248,Chicago,USA,"Department of History, and Department of Romance Languages and Literatures",2007-07-24,Dain,2007,75756,University of Chicago,Borges,E.,Dr.,{},60637-5418,2007-07-24,IL,Associate Professor of History
2249,Chicago,USA,"Department of History, and Department of Romance Languages and Literatures",2014-03-25,Dain,2014,82393,University of Chicago,Borges,E.,Dr.,{},60637-5418,2014-03-25,IL,Associate Professor of History
2250,Chicago,USA,"Department of History, and Department of Romance Languages and Literatures",1900-01-01,Dain,2015,83704,University of Chicago,Borges,E.,Dr.,{},60637-5418,2015-03-24,IL,Associate Professor of History
2251,Bennington,USA,{},1999-11-02,Richard,2000,10486,Bennington Museum,Borges,C.,Dr.,{},05201,1999-11-02,VT,{}
2252,Arlington Heights,USA,Department of Social Studies,2003-05-21,Kent,2003,70044,John Hersey High School,Borghoff,{},{},{},60004-4320,2003-05-21,IL,School Teacher
2253,Elmhurst,USA,{},2005-02-28,Marilyn,2005,73616,Elmhurst Public Library,Boria,H.,Ms.,{},60126-3219,2005-02-28,IL,Library Director
2254,Elmhurst,USA,{},2007-08-01,Marilyn,2007,75946,Elmhurst Public Library,Boria,H.,Ms.,{},60126-3219,2007-08-01,IL,Library Director
2255,Boston,USA,Department of Romance Languages,2013-04-24,Alicia,2013,81630,Boston University,Borinsky,{},Prof.,{},02215-1300,2013-04-24,MA,{}
2256,Santa Barbara,USA,Department of Feminist Studies,1900-01-01,Eileen,0,84595,"University of California, Santa Barbara",Boris,Cynthia,{},{},93106-0001,1900-01-01,CA,Hull Professor
2257,Evanston,USA,{},1900-01-01,Daniel,0,84508,Northwestern University,Born,{},Dr.,{},60208-0001,1900-01-01,IL,Lecturer in Professional Studies
2258,Evanston,USA,{},2009-02-17,Daniel,2009,77168,Northwestern University,Born,{},Dr.,{},60208-0001,2009-01-16,IL,Lecturer in Professional Studies
2259,College Station,USA,Department of History,2002-01-15,Daniel,2002,25013,"Texas A & M University, College Station",Bornstein,E.,Prof.,{},77843-0001,2002-01-15,TX,Professor
2260,College Station,USA,Department of History,2006-02-09,Daniel,2006,74656,"Texas A & M University, College Station",Bornstein,E.,Prof.,{},77843-0001,2006-02-09,TX,Professor
2261,Ann Arbor,USA,{},2005-12-02,George,2006,74352,"University of Michigan, Ann Arbor",Bornstein,{},Prof.,{},48109-1382,2005-12-02,MI,Professor of English
2262,Princeton,USA,Department of East Asian Studies,1900-01-01,Amy,2015,84006,Princeton University,Borovoy,{},Ms.,{},08540-5228,2015-07-20,NJ,Associate Professor of East Asian Studies
2263,Los Angeles,USA,Digital Humanities Center,2008-12-11,Zoe,2009,77075,"University of California, Los Angeles",Borovsky,{},{},{},90095-9000,2008-12-11,CA,"Digital Humanities Consultant, Academic Technology Services"
2264,Providence,USA,{},2014-04-03,Georgina,2014,82527,Rhode Island School of Design,Borromeo,{},Ms.,{},02903-2784,2014-04-03,RI,"Curator of Ancient Art (also, Research Associate and Adjunct Professor at Brown University)"
2265,Fairfax,USA,{},2004-12-07,Sarah,2005,73461,Fairfax County Public Schools,Borrud,{},Ms.,{},22030-4006,2004-12-07,VA,School Counselor
2266,College Park,USA,Department of History,2014-08-12,Antoine,2014,82676,"University of Maryland, College Park",Borrut,{},Dr.,{},20742-5141,2014-08-12,MD,Associate Professor of History
2267,{},USA,{},1994-06-23,Louise,1994,2172,Secondary School,Borsoi,C.,Ms.,{},{},1994-06-23,{},{}
2268,{},USA,{},1998-04-24,Louise,1998,7852,Secondary School,Borsoi,C.,Ms.,{},{},1998-04-24,{},{}
2269,Whittier,USA,Office of Academic Affairs,1994-10-28,Charlotte,1995,9626,Whittier College,Borst,G.,Prof.,{},90601-4446,1994-10-27,CA,Vice President for Academic Affairs and Dean of Faculty
2270,Whittier,USA,Office of Academic Affairs,2007-08-16,Charlotte,2007,75766,Whittier College,Borst,G.,Prof.,{},90601-4446,2007-08-16,CA,Vice President for Academic Affairs and Dean of Faculty
2271,Whittier,USA,Office of Academic Affairs,2009-12-01,Charlotte,2010,77997,Whittier College,Borst,G.,Prof.,{},90601-4446,2009-12-01,CA,Vice President for Academic Affairs and Dean of Faculty
2272,Whittier,USA,Office of Academic Affairs,2012-12-12,Charlotte,2013,81168,Whittier College,Borst,G.,Prof.,{},90601-4446,2012-12-12,CA,Vice President for Academic Affairs and Dean of Faculty
2273,Los Angeles,USA,{},1991-12-04,jeffrey,1992,6763,"University of California, Los Angeles",bortz,{},{},{},90095-9000,1991-12-04,CA,{}
2274,Philadelphia,USA,{},1994-06-27,Minda,1994,8709,Franklin Institute Science Museum,Borun,{},Ms.,{},19103,1994-06-27,PA,Director of Research & Evaluat
2275,Rochester,USA,{},1989-08-31,Daniel,1989,4648,University of Rochester,Borus,H.,Prof.,{},14627-0001,1989-07-17,NY,Visit. Assist. Prof. of Hist.
2276,University Park,USA,{},1989-08-08,Eugene,1989,2662,"Pennsylvania State University, Main Campus",Borza,N.,Prof.,{},16802-7000,1989-08-08,PA,Retired
2277,Miami,USA,{},2011-09-15,Adrianna,2011,79939,Bosch and Company,Bosch,{},{},{},33186,2011-09-15,FL,Producer/Filmmaker
2278,Charlottesville,USA,{},1998-04-23,Barbara In Den,1998,7838,St. Anne's-Belfield School,Bosch,{},Mrs.,{},22903-1716,1998-04-23,VA,Department of History
2279,Houghton,USA,{},1996-05-29,Sandra,1996,864,Michigan Technological University,Boschetto,M.,Dr.,{},49931-1200,1996-05-29,MI,Department of Humanities
2280,Albany,USA,Department of English,2014-04-01,Ronald,2014,82479,"SUNY Research Foundation, Albany",Bosco,{},Prof.,{},12222-0001,2014-04-01,NY,Vincent O'Leary Professor of English and American Literature
